Samples,Xpos,Ypos,Pow,NebMode
202,4.0771556315254,0.44297638627927505,-1.1967658677864073,0
203,4.0771556315254,0.448070561035081,-1.201886792077616,0
204,4.072040087496401,0.448070561035081,-1.1967658677864073,0
205,4.072040087496401,0.448070561035081,-1.1967658677864073,0
206,4.072040087496401,0.448070561035081,-1.1967658677864073,0
207,4.0771556315254,0.448070561035081,-1.1967658677864073,0
208,4.0771556315254,0.448070561035081,-1.1967658677864073,0
209,4.0771556315254,0.448070561035081,-1.1967658677864073,0
210,4.072040087496401,0.448070561035081,-1.1967658677864073,0
211,4.072040087496401,0.448070561035081,-1.1967658677864073,0
212,4.072040087496401,0.448070561035081,-1.1967658677864073,0
213,4.0771556315254,0.448070561035081,-1.1967658677864073,0
214,4.0771556315254,0.448070561035081,-1.1967658677864073,0
215,4.0771556315254,0.448070561035081,-1.1967658677864073,0
216,4.072040087496401,0.448070561035081,-1.1967658677864073,0
217,4.0771556315254,0.448070561035081,-1.1967658677864073,0
218,4.082271175554396,0.448070561035081,-1.1967658677864073,0
219,4.082271175554396,0.448070561035081,-1.1967658677864073,0
220,4.082271175554396,0.448070561035081,-1.201886792077616,0
221,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
222,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
223,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
224,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
225,4.087386719583396,0.448070561035081,-1.201886792077616,0
226,4.087386719583396,0.448070561035081,-1.1967658677864073,0
227,4.087386719583396,0.448070561035081,-1.1967658677864073,0
228,4.082271175554396,0.448070561035081,-1.1967658677864073,0
229,4.0771556315254,0.448070561035081,-1.1967658677864073,0
230,4.082271175554396,0.448070561035081,-1.1967658677864073,0
231,4.072040087496401,0.448070561035081,-1.1967658677864073,0
232,4.0771556315254,0.448070561035081,-1.1967658677864073,0
233,4.072040087496401,0.448070561035081,-1.1967658677864073,0
234,4.072040087496401,0.448070561035081,-1.1967658677864073,0
235,4.072040087496401,0.448070561035081,-1.1967658677864073,0
236,4.072040087496401,0.448070561035081,-1.1967658677864073,0
237,4.072040087496401,0.448070561035081,-1.1967658677864073,0
238,4.0771556315254,0.448070561035081,-1.1967658677864073,0
239,4.0771556315254,0.448070561035081,-1.1967658677864073,0
240,4.072040087496401,0.448070561035081,-1.1967658677864073,0
241,4.072040087496401,0.448070561035081,-1.1967658677864073,0
242,4.072040087496401,0.448070561035081,-1.201886792077616,0
243,4.0771556315254,0.448070561035081,-1.1967658677864073,0
244,4.0771556315254,0.448070561035081,-1.1967658677864073,0
245,4.072040087496401,0.448070561035081,-1.1967658677864073,0
246,4.072040087496401,0.448070561035081,-1.1967658677864073,0
247,4.0771556315254,0.448070561035081,-1.1967658677864073,0
248,4.0771556315254,0.448070561035081,-1.1967658677864073,0
249,4.0771556315254,0.448070561035081,-1.1967658677864073,0
250,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
251,4.0771556315254,0.45316473579088523,-1.1967658677864073,0
252,4.0771556315254,0.448070561035081,-1.1967658677864073,0
253,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
254,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
255,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
256,4.082271175554396,0.448070561035081,-1.1967658677864073,0
257,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
